n,p,method,sim_number_0,sim_number_1,sim_number_2,sim_number_3,sim_number_4,sim_number_5,sim_number_6,sim_number_7,sim_number_8,sim_number_9,sim_number_10,sim_number_11,sim_number_12,sim_number_13,sim_number_14,sim_number_15,sim_number_16,sim_number_17,sim_number_18,sim_number_19,sim_number_20,sim_number_21,sim_number_22,sim_number_23,sim_number_24,mean
2000,100,lasso_numba,3.408259141000144,0.509253494999939,0.47925532399995063,0.5154388200000994,0.6951998019999337,0.5819644100001824,0.4926068300001134,0.46957726699974955,0.553687453999828,0.5317135239997697,0.5995241380001062,0.5292428190000464,0.4878776770001423,0.5854694130002827,0.4677664340001684,0.5095316649999404,0.5002377890000389,0.5018447560000823,0.5240717480000967,0.5547064009997484,0.5642519900002299,0.4805489149994173,0.5298307760003809,0.49664799999936804,0.5225196720002714,0.5284487132916619
2000,100,sk_learn_lasso,0.13835166000012578,0.13885952999999063,0.15186283000002732,0.10338736100015922,0.1388228309999704,0.13308361800000057,0.13435475999995106,0.13786075699999856,0.14336587000025247,0.14347424000015963,0.1363213539998469,0.13716942300015944,0.16299772899992604,0.10957675999998173,0.1443078920001426,0.14085713099984787,0.1399803679996694,0.14277792800021416,0.1487157040000966,0.1436349120003797,0.13648886300052254,0.13790049500039459,0.1509626710003431,0.14035588299975643,0.1339185169999837,0.13879322612507394
2000,200,lasso_numba,1.2135790229999657,1.5549392249999983,1.2460922060001849,1.5840721510001003,1.5576899820000563,1.2955573300000651,1.1981713280001713,1.233200743999987,1.53943034599979,1.3387313430002905,1.5490107290002015,1.3304901309998058,1.4463820679998207,1.3668564340000557,1.2346779490003428,1.3284109539999918,1.2531464789999518,1.2461641269997017,1.3696737619998203,1.29343331400014,1.6656688719995145,1.2164049369994245,1.2216287889996238,1.6066121969997766,1.1702735170001688,1.368613288083291
2000,200,sk_learn_lasso,0.2470858900001076,0.26046573100006754,0.25095157899977494,0.24044251200007238,0.24620349800011354,0.2655175469999449,0.23808434800002942,0.2359422149997954,0.24868232200014972,0.24170317100015382,0.24090732900003786,0.24261991699995633,0.255119196999658,0.23760288899984516,0.23789066900008038,0.2532977169998958,0.256347827999889,0.24409496399994168,0.23837921199992707,0.28332782100005716,0.25527699399935955,0.2550587189998623,0.2740569779998623,0.32602620699981344,0.23867202499968698,0.2527779745415823
2000,300,lasso_numba,2.3450654380001197,2.486399843000072,2.352872854999987,3.169611842000222,2.4884471869997924,3.0903125990000717,2.20015752900008,2.3240628440003093,2.9633582569999817,2.528662698000062,2.3094824900003914,2.2764772299997276,2.5588669509998,2.3878973040000346,2.4072940170003676,2.5587769839999055,2.868869915999767,2.3141514949998054,2.4594167899999775,2.486794725999971,3.24303540100027,2.4753949730002205,3.3364338290002706,2.7922475650002525,2.4405355750004674,2.604981704166742
2000,300,sk_learn_lasso,0.35832865499992295,0.368974420999848,0.35312375100011195,0.3464637799997945,0.3835398119999809,0.3704096210001353,0.3405020859995602,0.34390155199980654,0.3400321670001176,0.3723996230000921,0.3450411210001221,0.3732304909999584,0.35274162699988665,0.38413659799971356,0.3469647989995792,0.3518658000002688,0.35117924300038794,0.3716807640003026,0.3553314590003538,0.35199448200000916,0.3522433200005253,0.3683965990003344,0.3649617359997137,0.36200915800054645,0.3465738730001249,0.35823741179171975
2000,400,lasso_numba,4.580377902000009,4.6789155829999345,4.237309073000006,5.818880661000094,4.422995447999938,5.601573597999959,3.649879883000267,4.194288093000068,4.045559054000023,4.584931822999806,3.950277229999756,4.514364233000379,4.59070158600025,5.063099544999659,4.380557644000419,4.635677640999802,4.717716053999993,4.056698550999954,4.449105093000071,4.336332255999878,4.907469423000293,4.836259057000461,4.974975291999726,4.811439977999726,4.109676949999994,4.565361822875019
2000,400,sk_learn_lasso,0.5367418400001043,0.47899676300016836,0.47256275899985667,0.5272156190001169,0.48550320499998634,0.5299881039998127,0.4829844979999507,0.514009530000294,0.5064376129998891,0.4804724499999793,0.6239955389996794,0.5535320049998518,0.48314771800005474,0.4746829569999136,0.4987445309998293,0.515574235999793,0.4868262820000382,0.4960701559998597,0.49698334999993676,0.48981562400058465,0.4792811059996893,0.519310948000566,0.549915933000193,0.51999611500014,0.47950294599922927,0.5060645827916422
2000,500,lasso_numba,6.500021942999865,7.1369077169999855,7.268695716000138,7.956204522000007,7.643113046999815,8.42574992699997,6.320273052000175,8.126107331000185,6.907280798000102,7.198020219000227,8.079225168999983,7.093739877999724,7.251047657000072,7.301858349000213,6.69762376799963,7.21251677500004,7.359642807,7.116425556000195,7.683670053999776,7.904430333000164,8.167725258000246,7.81473933199959,7.897980020999967,7.655852670999593,6.914649383000324,7.463894972500005
2000,500,sk_learn_lasso,0.6207664059998024,0.6037696309999774,0.600313043000142,0.6415150249999897,0.6446548000001258,0.6781007399999908,0.59017910700004,0.6207052499999008,0.6146568849999312,0.5895005070001389,0.6081618170001093,0.6446346269999594,0.5906534600003397,0.5942534220002926,0.5971581280000464,0.7486288380000587,0.6273906490000627,0.6062158339996131,0.5798284460001923,0.6073663810002472,0.6111925099994551,0.6172039100001712,0.606107202000203,0.6345586589995946,0.6086262539993186,0.6193906302083292
